sced_timestamp_utc,resource_name,telemetered_net_output,base_point,hsl,lsl,soc,min_soc,max_soc,telemetered_resource_status
2026-05-01T05:00:29Z,BATCAVE_ESR1,-25.559,0.0,100.0,-98.3,15.096,0.0,99.817,ON
2026-05-01T05:05:20Z,BATCAVE_ESR1,-18.573,0.0,100.0,-99.5,17.081,0.0,99.814,ON
2026-05-01T05:10:17Z,BATCAVE_ESR1,-0.401,0.0,100.0,-97.7,18.1913,0.0,99.8138,ON
2026-05-01T05:15:18Z,BATCAVE_ESR1,-0.402,0.0,100.0,-97.1,18.1688,0.0,99.8147,ON
2026-05-01T05:20:20Z,BATCAVE_ESR1,-0.518,0.0,100.0,-97.2,18.1715,0.0,99.8147,ON
2026-05-01T05:25:20Z,BATCAVE_ESR1,-0.713,0.0,100.0,-97.2,18.1274,0.0,99.8165,ON
2026-05-01T05:30:21Z,BATCAVE_ESR1,-1.661,0.0,100.0,-97.2,18.0698,0.0,99.8156,ON
2026-05-01T05:35:20Z,BATCAVE_ESR1,-16.873,0.0,100.0,-98.4,18.68,0.0,99.815,ON
2026-05-01T05:40:20Z,BATCAVE_ESR1,-0.644,-1.421e-14,100.0,-98.4,19.733,0.0,99.8129,ON
2026-05-01T05:45:18Z,BATCAVE_ESR1,-0.156,0.0,100.0,-97.9,19.6808,0.0,99.8165,ON
2026-05-01T05:50:19Z,BATCAVE_ESR1,-0.411,0.0,100.0,-97.7,19.6385,0.0,99.8183,ON
2026-05-01T05:55:21Z,BATCAVE_ESR1,-3.0,0.0,100.0,-97.9,19.6052,0.0,99.8183,ON
2026-05-01T06:00:25Z,BATCAVE_ESR1,-17.331,-49.4172706604004,100.0,-99.2,20.508,0.0,99.815,ON
2026-05-01T06:05:19Z,BATCAVE_ESR1,-56.847,-9.93443775177002,100.0,-100.0,23.701,0.0,99.812,ON
2026-05-01T06:10:18Z,BATCAVE_ESR1,-25.708,0.0,100.0,-100.0,27.2012,0.0,99.8192,ON
2026-05-01T06:15:18Z,BATCAVE_ESR1,-0.528,0.0,100.0,-100.0,28.8041,0.0,99.8129,ON
2026-05-01T06:20:20Z,BATCAVE_ESR1,-0.634,0.0,100.0,-100.0,28.7618,0.0,99.8102,ON
2026-05-01T06:25:18Z,BATCAVE_ESR1,-2.591,0.0,100.0,-100.0,29.066,0.0,99.8129,ON
2026-05-01T06:30:18Z,BATCAVE_ESR1,-5.808,0.0,100.0,-100.0,29.547,0.0,99.808,ON
2026-05-01T06:35:18Z,BATCAVE_ESR1,-6.972,0.0,100.0,-100.0,30.395,0.0,99.81,ON
2026-05-01T06:40:17Z,BATCAVE_ESR1,0.292,0.0,100.0,-100.0,30.3989,0.0,99.812,ON
2026-05-01T06:45:17Z,BATCAVE_ESR1,-0.41,0.0,100.0,-100.0,30.3467,0.0,99.8102,ON
2026-05-01T06:50:18Z,BATCAVE_ESR1,-0.406,0.0,100.0,-100.0,30.3296,0.0,99.8102,ON
2026-05-01T06:55:21Z,BATCAVE_ESR1,-2.904,0.0,100.0,-100.0,30.2801,0.0,99.8084,ON
2026-05-01T07:00:19Z,BATCAVE_ESR1,-15.121,0.0,100.0,-100.0,30.657,0.0,99.811,ON
2026-05-01T07:05:19Z,BATCAVE_ESR1,-10.536,0.0,100.0,-100.0,31.544,0.0,99.812,ON
2026-05-01T07:10:19Z,BATCAVE_ESR1,-20.215,0.0,100.0,-100.0,32.697,0.0,99.809,ON
2026-05-01T07:15:18Z,BATCAVE_ESR1,-5.527,0.0,100.0,-100.0,34.4381,0.0,99.8183,ON
2026-05-01T07:20:17Z,BATCAVE_ESR1,-0.395,-6.46897506713867,100.0,-100.0,34.4354,0.0,99.8192,ON
2026-05-01T07:25:18Z,BATCAVE_ESR1,-6.867,-6.41487836837769,100.0,-100.0,34.668,0.0,99.817,ON
2026-05-01T07:30:17Z,BATCAVE_ESR1,-6.906,-6.06734323501587,100.0,-100.0,35.2229,0.0,99.8174,ON
2026-05-01T07:35:18Z,BATCAVE_ESR1,-6.446,-5.44712448120117,100.0,-100.0,35.7719,0.0,99.8138,ON
2026-05-01T07:40:17Z,BATCAVE_ESR1,-5.664,-4.90556192398071,100.0,-100.0,36.241,0.0,99.813,ON
2026-05-01T07:45:16Z,BATCAVE_ESR1,-5.234,-4.50028610229492,100.0,-100.0,36.6611,0.0,99.8147,ON
2026-05-01T07:50:18Z,BATCAVE_ESR1,-4.629,0.00415796041488647,100.0,-100.0,37.0454,0.0,99.8129,ON
2026-05-01T07:55:16Z,BATCAVE_ESR1,-0.468,0.0232850611209869,100.0,-100.0,37.233,0.0,99.814,ON
2026-05-01T08:00:19Z,BATCAVE_ESR1,-0.419,0.0150137394666672,100.0,-100.0,37.1822,0.0,99.8165,ON
2026-05-01T08:05:17Z,BATCAVE_ESR1,-0.377,0.0387885570526123,100.0,-100.0,37.1363,0.0,99.8174,ON
2026-05-01T08:10:18Z,BATCAVE_ESR1,-0.413,0.0543148517608643,100.0,-100.0,37.0832,0.0,99.8129,ON
2026-05-01T08:15:16Z,BATCAVE_ESR1,-0.293,0.0486369132995605,100.0,-100.0,37.049,0.0,99.812,ON
2026-05-01T08:20:18Z,BATCAVE_ESR1,-0.509,16.1827392578125,100.0,-100.0,36.9896,0.0,99.8129,ON
2026-05-01T08:25:17Z,BATCAVE_ESR1,15.737,16.8814010620117,100.0,-100.0,36.209,0.0,99.817,ON
2026-05-01T08:30:17Z,BATCAVE_ESR1,16.408,16.5297698974609,100.0,-100.0,34.537,0.0,99.814,ON
2026-05-01T08:35:16Z,BATCAVE_ESR1,16.122,15.9151382446289,100.0,-100.0,32.837,0.0,99.813,ON
2026-05-01T08:40:21Z,BATCAVE_ESR1,15.533,14.4685821533203,100.0,-100.0,31.216,0.0,99.819,ON
2026-05-01T08:45:21Z,BATCAVE_ESR1,13.954,14.5047969818115,100.0,-100.0,29.7005,0.0,99.821,ON
