sced_timestamp_utc,resource_name,telemetered_net_output,base_point,hsl,lsl,soc,min_soc,max_soc,telemetered_resource_status
2026-04-07T05:00:22Z,BATCAVE_ESR1,-0.407,0.0,100.0,-100.0,30.7618,0.0,102.5636,ON
2026-04-07T05:05:18Z,BATCAVE_ESR1,-0.418,7.62939453125e-06,100.0,-100.0,30.6961,0.0,102.5645,ON
2026-04-07T05:10:17Z,BATCAVE_ESR1,-0.444,0.0,100.0,-100.0,30.688,0.0,102.5645,ON
2026-04-07T05:15:17Z,BATCAVE_ESR1,-0.393,0.0,100.0,-100.0,30.6677,0.0,102.5628,ON
2026-04-07T05:20:16Z,BATCAVE_ESR1,-0.407,0.0,100.0,-100.0,30.6137,0.0,102.5619,ON
2026-04-07T05:25:16Z,BATCAVE_ESR1,-0.377,1.90734863281e-06,100.0,-100.0,30.5601,0.0,102.5601,ON
2026-04-07T05:30:17Z,BATCAVE_ESR1,-0.497,0.0,100.0,-100.0,30.4989,0.0,102.5583,ON
2026-04-07T05:35:15Z,BATCAVE_ESR1,-0.464,0.0,100.0,-100.0,30.435,0.0,102.56,ON
2026-04-07T05:40:17Z,BATCAVE_ESR1,-0.423,0.0,100.0,-100.0,30.3669,0.0,102.5654,ON
2026-04-07T05:45:15Z,BATCAVE_ESR1,-0.437,0.0,100.0,-100.0,30.321,0.0,102.5654,ON
2026-04-07T05:50:16Z,BATCAVE_ESR1,9.832,0.0,100.0,-100.0,29.8914,0.0,102.56,ON
2026-04-07T05:55:17Z,BATCAVE_ESR1,4.388,-6.60190296173096,100.0,-100.0,29.2602,0.0,102.5654,ON
2026-04-07T06:00:20Z,BATCAVE_ESR1,-6.693,-8.00192928314209,100.0,-100.0,29.2431,0.0,102.5645,ON
2026-04-07T06:05:19Z,BATCAVE_ESR1,-8.078,-6.6016411781311,100.0,-100.0,29.8398,0.0,102.5619,ON
2026-04-07T06:10:18Z,BATCAVE_ESR1,-6.691,-38.2047233581543,100.0,-100.0,30.477,0.0,102.56,ON
2026-04-07T06:15:18Z,BATCAVE_ESR1,-37.769,-38.8047180175781,100.0,-100.0,32.438,0.0,102.561,ON
2026-04-07T06:20:15Z,BATCAVE_ESR1,-38.345,-35.9049873352051,100.0,-100.0,35.998,0.0,102.559,ON
2026-04-07T06:25:15Z,BATCAVE_ESR1,-35.466,-33.4051513671875,100.0,-100.0,39.447,0.0,102.553,ON
2026-04-07T06:30:18Z,BATCAVE_ESR1,-33.006,-33.4048385620117,100.0,-100.0,42.731,0.0,102.559,ON
2026-04-07T06:35:17Z,BATCAVE_ESR1,-32.983,-33.4051856994629,100.0,-100.0,45.835,0.0,102.563,ON
2026-04-07T06:40:17Z,BATCAVE_ESR1,-33.079,-33.4053497314453,100.0,-100.0,48.948,0.0,102.56,ON
2026-04-07T06:45:16Z,BATCAVE_ESR1,-33.048,-31.3053798675537,100.0,-100.0,52.092,0.0,102.563,ON
2026-04-07T06:50:17Z,BATCAVE_ESR1,-31.162,-28.5054950714111,100.0,-100.0,55.16,0.0,102.564,ON
2026-04-07T06:55:18Z,BATCAVE_ESR1,-28.318,-18.1055393218994,100.0,-100.0,57.951,0.0,102.557,ON
2026-04-07T07:00:20Z,BATCAVE_ESR1,-18.098,-15.805778503418,100.0,-100.0,60.2179,0.0,102.5655,ON
2026-04-07T07:05:19Z,BATCAVE_ESR1,-15.834,-14.0061664581299,100.0,-100.0,61.7826,0.0,102.5619,ON
2026-04-07T07:10:19Z,BATCAVE_ESR1,-14.159,-12.6063661575317,100.0,-100.0,63.168,0.0,102.558,ON
2026-04-07T07:15:18Z,BATCAVE_ESR1,-12.689,-13.1063423156738,100.0,-100.0,64.3923,0.0,102.5565,ON
