sced_timestamp_utc,resource_name,telemetered_net_output,base_point,hsl,lsl,soc,min_soc,max_soc,telemetered_resource_status
2026-04-24T05:00:21Z,BATCAVE_ESR1,-0.418,0.0,100.0,-91.6,75.3814,0.0,102.561,ON
2026-04-24T05:05:19Z,BATCAVE_ESR1,-0.549,0.0,100.0,-90.0,75.272,0.0,102.561,ON
2026-04-24T05:10:17Z,BATCAVE_ESR1,-0.46,0.0,100.0,-87.7,75.159,0.0,102.561,ON
2026-04-24T05:15:17Z,BATCAVE_ESR1,-0.362,0.0,100.0,-85.9,75.0405,0.0,102.5609,ON
2026-04-24T05:20:21Z,BATCAVE_ESR1,-0.413,0.0,100.0,-82.5,74.9311,0.0,102.557,ON
2026-04-24T05:25:19Z,BATCAVE_ESR1,-0.393,0.0,100.0,-80.6,74.8235,0.0,102.5637,ON
2026-04-24T05:30:20Z,BATCAVE_ESR1,-0.308,0.0,100.0,-77.8,74.7212,0.0,102.5618,ON
2026-04-24T05:35:20Z,BATCAVE_ESR1,-0.163,0.0,100.0,-75.7,74.6204,0.0,102.5645,ON
2026-04-24T05:40:21Z,BATCAVE_ESR1,-0.13,0.0,100.0,-75.6,74.5209,0.0,102.569,ON
2026-04-24T05:45:22Z,BATCAVE_ESR1,-0.1,0.0,100.0,-75.1,74.4385,0.0,102.5682,ON
2026-04-24T05:50:21Z,BATCAVE_ESR1,-0.084,0.0,100.0,-75.0,74.3336,0.0,102.5592,ON
2026-04-24T05:55:17Z,BATCAVE_ESR1,-0.191,0.0,100.0,-75.0,74.2364,0.0,102.5601,ON
2026-04-24T06:00:24Z,BATCAVE_ESR1,-0.156,0.0,100.0,-75.0,74.1584,0.0,102.5636,ON
2026-04-24T06:05:17Z,BATCAVE_ESR1,-0.191,0.0,100.0,-75.0,74.0787,0.0,102.5673,ON
2026-04-24T06:10:18Z,BATCAVE_ESR1,-0.2,0.0,100.0,-75.0,73.987,0.0,102.558,ON
2026-04-24T06:15:18Z,BATCAVE_ESR1,-0.257,0.0,100.0,-74.8,73.9031,0.0,102.5592,ON
2026-04-24T06:20:19Z,BATCAVE_ESR1,-0.257,0.0,100.0,-74.8,73.817,0.0,102.555,ON
2026-04-24T06:25:17Z,BATCAVE_ESR1,-0.164,0.0,100.0,-74.8,73.7387,0.0,102.5609,ON
2026-04-24T06:30:18Z,BATCAVE_ESR1,-0.176,0.0,100.0,-74.7,73.6347,0.0,102.5646,ON
2026-04-24T06:35:17Z,BATCAVE_ESR1,-0.082,0.0,100.0,-74.7,73.5483,0.0,102.5592,ON
