sced_timestamp_utc,resource_name,telemetered_net_output,base_point,hsl,lsl,soc,min_soc,max_soc,telemetered_resource_status
2026-04-13T05:00:20Z,BATCAVE_ESR1,-0.354,-0.0999984741210938,100.0,-100.0,24.439,0.0,102.189,ON
2026-04-13T05:05:19Z,BATCAVE_ESR1,-0.615,-0.20783443748951,100.0,-100.0,24.3802,0.0,102.1892,ON
2026-04-13T05:10:19Z,BATCAVE_ESR1,-0.56,-0.507566034793854,100.0,-100.0,24.291,0.0,99.443,ON
2026-04-13T05:15:19Z,BATCAVE_ESR1,-1.189,-0.0999984741210938,100.0,-100.0,24.3061,0.0,99.4448,ON
2026-04-13T05:20:18Z,BATCAVE_ESR1,-0.48,-0.0999984741210938,100.0,-100.0,24.2926,0.0,99.4439,ON
2026-04-13T05:25:17Z,BATCAVE_ESR1,-0.509,-0.608184814453125,100.0,-100.0,24.095,0.0,99.4439,ON
2026-04-13T05:30:18Z,BATCAVE_ESR1,-1.008,-0.408966064453125,100.0,-100.0,23.9045,0.0,99.4384,ON
2026-04-13T05:35:17Z,BATCAVE_ESR1,-0.842,-0.608154296875,100.0,-100.0,23.9072,0.0,99.4384,ON
2026-04-13T05:40:18Z,BATCAVE_ESR1,-1.044,-0.908164978027344,100.0,-100.0,23.8041,0.0,99.4412,ON
2026-04-13T05:45:18Z,BATCAVE_ESR1,-1.342,-0.0999984741210938,100.0,-100.0,23.8185,0.0,99.4421,ON
2026-04-13T05:50:18Z,BATCAVE_ESR1,-0.467,-0.0999984741210938,100.0,-100.0,23.8212,0.0,99.4412,ON
2026-04-13T05:55:18Z,BATCAVE_ESR1,-0.572,-0.0999984741210938,100.0,-100.0,23.7771,0.0,99.4394,ON
2026-04-13T06:00:23Z,BATCAVE_ESR1,-0.542,-0.0999984741210938,100.0,-100.0,23.7555,0.0,99.443,ON
2026-04-13T06:05:20Z,BATCAVE_ESR1,-0.514,-0.110069274902344,100.0,-100.0,23.6983,0.0,99.4421,ON
2026-04-13T06:10:21Z,BATCAVE_ESR1,-0.446,-0.310525417327881,100.0,-100.0,23.6389,0.0,99.4457,ON
2026-04-13T06:15:21Z,BATCAVE_ESR1,-0.651,-0.0999984741210938,100.0,-100.0,23.5951,0.0,99.4456,ON
2026-04-13T06:20:18Z,BATCAVE_ESR1,-0.554,-0.110664367675781,100.0,-100.0,23.5654,0.0,99.4456,ON
2026-04-13T06:25:19Z,BATCAVE_ESR1,-0.428,-0.210067749023438,100.0,-100.0,23.5447,0.0,99.4438,ON
2026-04-13T06:30:18Z,BATCAVE_ESR1,-0.687,-0.00982666015625,100.0,-100.0,23.4974,0.0,99.4402,ON
2026-04-13T06:35:18Z,BATCAVE_ESR1,-0.426,-0.109855651855469,100.0,-100.0,23.4569,0.0,99.4402,ON
2026-04-13T06:40:19Z,BATCAVE_ESR1,-0.504,-0.309838831424713,100.0,-100.0,23.4227,0.0,99.4393,ON
2026-04-13T06:45:19Z,BATCAVE_ESR1,-0.808,-0.0999984741210938,100.0,-100.0,23.3934,0.0,99.4403,ON
2026-04-13T06:50:18Z,BATCAVE_ESR1,-0.485,-0.00467681884765625,100.0,-100.0,23.3727,0.0,99.4403,ON
2026-04-13T06:55:18Z,BATCAVE_ESR1,-0.412,-0.205982238054276,100.0,-100.0,23.311,0.0,99.445,ON
2026-04-13T07:00:21Z,BATCAVE_ESR1,-0.669,-0.0999984741210938,100.0,-100.0,23.2741,0.0,99.4484,ON
