sced_timestamp_utc,resource_name,telemetered_net_output,base_point,hsl,lsl,soc,min_soc,max_soc,telemetered_resource_status
2026-04-20T05:00:21Z,BATCAVE_ESR1,0.413,0.0435098111629486,100.0,-100.0,7.2564,0.0,102.93,ON
2026-04-20T05:05:19Z,BATCAVE_ESR1,8.182,0.0479660034179688,100.0,-100.0,6.818,0.0,102.929,ON
2026-04-20T05:10:19Z,BATCAVE_ESR1,3.739,0.0769794285297394,100.0,-100.0,5.9568,0.0,102.9327,ON
2026-04-20T05:15:16Z,BATCAVE_ESR1,0.425,1.26506996154785,100.0,-100.0,5.6157,0.0,102.9318,ON
2026-04-20T05:20:19Z,BATCAVE_ESR1,6.863,1.16425049304962,100.0,-100.0,5.0604,0.0,102.9408,ON
2026-04-20T05:25:20Z,BATCAVE_ESR1,1.514,1.04679870605469,100.0,-100.0,4.5555,0.0,102.9273,ON
2026-04-20T05:30:16Z,BATCAVE_ESR1,1.356,0.09850212931633,100.0,-100.0,4.2855,0.0,102.9354,ON
2026-04-20T05:35:15Z,BATCAVE_ESR1,2.978,0.920282602310181,100.0,-100.0,3.9615,0.0,102.9408,ON
2026-04-20T05:40:20Z,BATCAVE_ESR1,1.264,0.729324340820313,100.0,-100.0,3.5808,0.0,102.9318,ON
2026-04-20T05:45:21Z,BATCAVE_ESR1,0.972,0.0566680133342743,100.0,-100.0,3.358,0.0,102.9282,ON
2026-04-20T05:50:21Z,BATCAVE_ESR1,0.391,0.021728515625,100.0,-100.0,3.1731,0.0,102.9327,ON
2026-04-20T05:55:21Z,BATCAVE_ESR1,0.393,-100.0,100.0,-100.0,3.0408,0.0,102.9345,ON
2026-04-20T06:00:25Z,BATCAVE_ESR1,-93.426,-100.0,100.0,-100.0,6.737,0.0,102.935,ON
2026-04-20T06:05:23Z,BATCAVE_ESR1,-93.708,-98.002815246582,100.0,-100.0,14.977,0.0,102.933,ON
2026-04-20T06:10:19Z,BATCAVE_ESR1,-93.422,-82.5034790039063,100.0,-100.0,23.049,0.0,102.938,ON
2026-04-20T06:15:19Z,BATCAVE_ESR1,-77.175,-88.2033462524414,100.0,-100.0,30.39,0.0,102.937,ON
2026-04-20T06:20:17Z,BATCAVE_ESR1,-87.766,-73.7036972045898,100.0,-100.0,37.636,0.0,102.936,ON
2026-04-20T06:25:16Z,BATCAVE_ESR1,-68.744,-59.603443145752,100.0,-100.0,44.354,0.0,102.937,ON
2026-04-20T06:30:19Z,BATCAVE_ESR1,-54.439,-53.8057289123535,100.0,-100.0,49.756,0.0,102.932,ON
2026-04-20T06:35:16Z,BATCAVE_ESR1,-52.486,-44.5047187805176,100.0,-100.0,54.512,0.0,102.932,ON
2026-04-20T06:40:18Z,BATCAVE_ESR1,-38.976,-35.4038581848145,100.0,-100.0,58.455,0.0,102.933,ON
2026-04-20T06:45:18Z,BATCAVE_ESR1,-28.801,-33.1038665771484,100.0,-100.0,61.466,0.0,102.928,ON
2026-04-20T06:50:17Z,BATCAVE_ESR1,-29.638,-33.1040153503418,100.0,-100.0,64.286,0.0,102.929,ON
2026-04-20T06:55:18Z,BATCAVE_ESR1,-27.051,-20.3001537322998,100.0,-100.0,66.919,0.0,102.933,ON
2026-04-20T07:00:19Z,BATCAVE_ESR1,-14.627,-19.2004661560059,100.0,-100.0,68.7408,0.0,102.935,ON
2026-04-20T07:05:22Z,BATCAVE_ESR1,-11.942,-16.3002300262451,100.0,-100.0,70.007,0.0,102.937,ON
2026-04-20T07:10:21Z,BATCAVE_ESR1,-15.07,0.0213926434516907,100.0,-100.0,70.943,0.0,102.9327,ON
2026-04-20T07:15:19Z,BATCAVE_ESR1,-0.162,0.0883102416992188,100.0,-100.0,71.4147,0.0,102.9345,ON
2026-04-20T07:20:19Z,BATCAVE_ESR1,0.289,0.0895805358886719,100.0,-100.0,71.2482,0.0,102.9327,ON
2026-04-20T07:25:18Z,BATCAVE_ESR1,0.068,0.0941299498081207,100.0,-100.0,71.0871,0.0,102.9363,ON
2026-04-20T07:30:18Z,BATCAVE_ESR1,0.038,0.0,100.0,-100.0,70.9287,0.0,102.9282,ON
2026-04-20T07:35:17Z,BATCAVE_ESR1,0.277,0.0268922448158264,100.0,-100.0,70.7073,0.0,102.9381,ON
2026-04-20T07:40:17Z,BATCAVE_ESR1,15.888,0.0,100.0,-100.0,70.037,0.0,102.931,ON
2026-04-20T07:45:17Z,BATCAVE_ESR1,2.962,0.00950866937637329,100.0,-100.0,68.856,0.0,102.93,ON
2026-04-20T07:50:20Z,BATCAVE_ESR1,0.045,0.0,100.0,-100.0,68.5374,0.0,102.9318,ON
2026-04-20T07:55:16Z,BATCAVE_ESR1,0.239,0.0,100.0,-100.0,68.3835,0.0,102.9336,ON
2026-04-20T08:00:20Z,BATCAVE_ESR1,0.063,0.0,100.0,-100.0,68.2395,0.0,102.9318,ON
2026-04-20T08:05:19Z,BATCAVE_ESR1,0.033,0.0,100.0,-100.0,68.1126,0.0,102.9336,ON
2026-04-20T08:10:18Z,BATCAVE_ESR1,0.142,0.0351225435733795,100.0,-100.0,67.9848,0.0,102.9381,ON
2026-04-20T08:15:17Z,BATCAVE_ESR1,0.094,0.0,100.0,-100.0,67.8381,0.0,102.9363,ON
2026-04-20T08:20:17Z,BATCAVE_ESR1,-3.246,0.045654296875,100.0,-100.0,67.8822,0.0,102.9372,ON
2026-04-20T08:25:15Z,BATCAVE_ESR1,0.245,0.0466079711914063,100.0,-100.0,67.947,0.0,102.939,ON
2026-04-20T08:30:18Z,BATCAVE_ESR1,0.175,0.0,100.0,-100.0,67.755,0.0,102.929,ON
2026-04-20T08:35:17Z,BATCAVE_ESR1,-0.285,0.0419545918703079,100.0,-100.0,67.65,0.0,102.9354,ON
2026-04-20T08:40:18Z,BATCAVE_ESR1,-8.302,0.0,100.0,-100.0,67.998,0.0,102.936,ON
2026-04-20T08:45:23Z,BATCAVE_ESR1,0.33,0.025722473859787,100.0,-100.0,68.3961,0.0,102.9363,ON
2026-04-20T08:50:19Z,BATCAVE_ESR1,0.306,0.0274429321289063,100.0,-100.0,68.266,0.0,102.939,ON
2026-04-20T08:55:17Z,BATCAVE_ESR1,2.093,0.0,100.0,-100.0,67.875,0.0,102.9309,ON
2026-04-20T09:00:24Z,BATCAVE_ESR1,0.314,0.0,100.0,-100.0,67.578,0.0,102.931,ON
2026-04-20T09:05:22Z,BATCAVE_ESR1,0.311,0.036376953125,100.0,-100.0,67.4259,0.0,102.9345,ON
2026-04-20T09:10:17Z,BATCAVE_ESR1,0.376,0.0361557006835938,100.0,-100.0,67.2801,0.0,102.9345,ON
2026-04-20T09:15:19Z,BATCAVE_ESR1,0.413,0.0327606201171875,100.0,-100.0,67.146,0.0,102.9372,ON
2026-04-20T09:20:20Z,BATCAVE_ESR1,0.232,0.0230364501476288,100.0,-100.0,67.0065,0.0,102.9363,ON
2026-04-20T09:25:17Z,BATCAVE_ESR1,0.209,0.0103801190853119,100.0,-100.0,66.915,0.0,102.934,ON
2026-04-20T09:30:20Z,BATCAVE_ESR1,0.256,-11.2006225585938,100.0,-100.0,66.7761,0.0,102.9318,ON
2026-04-20T09:35:17Z,BATCAVE_ESR1,-9.777,0.00538815557956696,100.0,-100.0,67.0848,0.0,102.9381,ON
2026-04-20T09:40:22Z,BATCAVE_ESR1,0.266,0.00460289418697357,100.0,-100.0,67.5168,0.0,102.9354,ON
