sced_timestamp_utc,resource_name,telemetered_net_output,base_point,hsl,lsl,soc,min_soc,max_soc,telemetered_resource_status
2026-04-30T05:00:21Z,BATCAVE_ESR1,-3.02,0.0,100.0,-99.9,31.643,0.0,102.932,ON
2026-04-30T05:05:18Z,BATCAVE_ESR1,56.643,1.4305114746e-06,100.0,-100.0,29.1,0.0,102.933,ON
2026-04-30T05:10:20Z,BATCAVE_ESR1,49.188,0.0,100.0,-100.0,23.68,0.0,102.935,ON
2026-04-30T05:15:17Z,BATCAVE_ESR1,25.303,0.601976037025452,100.0,-100.0,19.311,0.0,102.93,ON
2026-04-30T05:20:17Z,BATCAVE_ESR1,-28.617,0.503616333007813,100.0,-100.0,18.808,0.0,102.943,ON
2026-04-30T05:25:17Z,BATCAVE_ESR1,-6.597,0.0,100.0,-100.0,19.4415,0.0,102.9318,ON
2026-04-30T05:30:17Z,BATCAVE_ESR1,-5.312,0.0,100.0,-100.0,21.084,0.0,102.9264,ON
2026-04-30T05:35:17Z,BATCAVE_ESR1,-4.87,0.0,100.0,-100.0,21.525,0.0,102.9264,ON
2026-04-30T05:40:18Z,BATCAVE_ESR1,-55.984,1.90734863281e-06,100.0,-100.0,24.832,0.0,102.932,ON
2026-04-30T05:45:16Z,BATCAVE_ESR1,-5.987,1.4305114746e-06,100.0,-100.0,28.95,0.0,102.929,ON
2026-04-30T05:50:17Z,BATCAVE_ESR1,-41.217,1.4305114746e-06,100.0,-100.0,31.277,0.0,102.936,ON
2026-04-30T05:55:16Z,BATCAVE_ESR1,17.826,0.0,100.0,-100.0,32.0343,0.0,102.9327,ON
2026-04-30T06:00:21Z,BATCAVE_ESR1,-0.298,0.0,100.0,-100.0,30.6645,0.0,102.9309,ON
2026-04-30T06:05:19Z,BATCAVE_ESR1,5.345,1.4305114746e-06,100.0,-96.8,30.185,0.0,102.9327,ON
2026-04-30T06:10:21Z,BATCAVE_ESR1,-18.216,-7.62939453125e-06,100.0,-96.0,29.919,0.0,102.932,ON
2026-04-30T06:15:18Z,BATCAVE_ESR1,21.595,1.4305114746e-06,100.0,-95.1,29.588,0.0,102.938,ON
2026-04-30T06:20:18Z,BATCAVE_ESR1,13.855,0.360527038574219,100.0,-97.0,27.301,0.0,102.93,ON
2026-04-30T06:25:17Z,BATCAVE_ESR1,-28.886,0.0,100.0,-96.5,26.71,0.0,102.933,ON
2026-04-30T06:30:18Z,BATCAVE_ESR1,7.823,1.4305114746e-06,100.0,-96.7,27.3399,0.0,102.9291,ON
2026-04-30T06:35:18Z,BATCAVE_ESR1,14.235,1.58258056640625,100.0,-100.0,25.509,0.0,102.94,ON
2026-04-30T06:40:17Z,BATCAVE_ESR1,-58.027,0.0,100.0,-100.0,26.763,0.0,102.942,ON
