sced_timestamp_utc,resource_name,telemetered_net_output,base_point,hsl,lsl,soc,min_soc,max_soc,telemetered_resource_status
2026-03-23T05:00:22Z,BATCAVE_ESR1,0.141,0.0428690947592258,100.0,-100.0,39.0812,0.0,102.1884,ON
2026-03-23T05:05:19Z,BATCAVE_ESR1,0.252,0.0610198974609375,100.0,-100.0,38.9478,0.0,102.1901,ON
2026-03-23T05:10:19Z,BATCAVE_ESR1,0.178,0.0644003748893738,100.0,-100.0,38.8135,0.0,102.1892,ON
2026-03-23T05:15:19Z,BATCAVE_ESR1,0.175,0.01934814453125,100.0,-100.0,38.6788,0.0,102.1875,ON
2026-03-23T05:20:18Z,BATCAVE_ESR1,0.062,0.01776123046875,100.0,-100.0,38.5547,0.0,102.1927,ON
2026-03-23T05:25:20Z,BATCAVE_ESR1,0.116,0.0183799415826797,100.0,-100.0,38.3502,0.0,102.1893,ON
2026-03-23T05:30:18Z,BATCAVE_ESR1,0.157,0.0658013820648193,100.0,-100.0,38.2434,0.0,102.1883,ON
2026-03-23T05:35:18Z,BATCAVE_ESR1,0.199,0.0638198852539063,100.0,-100.0,38.1068,0.0,102.1891,ON
2026-03-23T05:40:18Z,BATCAVE_ESR1,0.278,0.0647254511713982,100.0,-100.0,37.9753,0.0,102.1866,ON
2026-03-23T05:45:17Z,BATCAVE_ESR1,0.301,0.0702438354492188,100.0,-100.0,37.847,0.0,102.19,ON
2026-03-23T05:50:18Z,BATCAVE_ESR1,0.56,0.07623291015625,100.0,-100.0,37.7021,0.0,102.1892,ON
2026-03-23T05:55:19Z,BATCAVE_ESR1,0.274,0.0903396606445313,100.0,-100.0,37.569,0.0,102.185,ON
2026-03-23T06:00:21Z,BATCAVE_ESR1,0.317,0.0890689119696617,100.0,-100.0,37.4274,0.0,102.1902,ON
2026-03-23T06:05:18Z,BATCAVE_ESR1,0.327,0.0935513600707054,100.0,-100.0,37.2718,0.0,102.19,ON
2026-03-23T06:10:21Z,BATCAVE_ESR1,0.274,0.0918426513671875,100.0,-100.0,37.1326,0.0,102.1893,ON
2026-03-23T06:15:19Z,BATCAVE_ESR1,0.278,0.0418171882629395,100.0,-100.0,36.992,0.0,102.191,ON
2026-03-23T06:20:17Z,BATCAVE_ESR1,0.149,0.037811279296875,100.0,-100.0,36.8698,0.0,102.1856,ON
2026-03-23T06:25:18Z,BATCAVE_ESR1,0.137,0.0349636673927307,100.0,-100.0,36.7365,0.0,102.1857,ON
2026-03-23T06:30:18Z,BATCAVE_ESR1,0.147,0.028588742017746,100.0,-100.0,36.5927,0.0,102.1856,ON
2026-03-23T06:35:19Z,BATCAVE_ESR1,0.101,0.0277948081493378,100.0,-100.0,36.471,0.0,102.182,ON
2026-03-23T06:40:17Z,BATCAVE_ESR1,0.129,0.0274810791015625,100.0,-100.0,36.3525,0.0,102.1893,ON
2026-03-23T06:45:17Z,BATCAVE_ESR1,0.231,0.0225315093994141,100.0,-100.0,36.2299,0.0,102.1901,ON
2026-03-23T06:50:18Z,BATCAVE_ESR1,0.172,0.0225677490234375,100.0,-100.0,36.0983,0.0,102.1909,ON
2026-03-23T06:55:20Z,BATCAVE_ESR1,0.082,-45.9094886779785,100.0,-100.0,35.9767,0.0,102.1902,ON
2026-03-23T07:00:22Z,BATCAVE_ESR1,-44.716,-45.8067016601563,100.0,-100.0,37.823,0.0,102.188,ON
2026-03-23T07:05:21Z,BATCAVE_ESR1,-45.252,-46.3062019348145,100.0,-100.0,41.913,0.0,102.185,ON
2026-03-23T07:10:20Z,BATCAVE_ESR1,-45.047,-45.9070014953613,100.0,-100.0,46.042,0.0,102.195,ON
2026-03-23T07:15:22Z,BATCAVE_ESR1,-44.085,-51.4073066711426,100.0,-100.0,50.146,0.0,102.186,ON
2026-03-23T07:20:18Z,BATCAVE_ESR1,-49.72,-51.7080116271973,100.0,-100.0,54.307,0.0,102.19,ON
2026-03-23T07:25:19Z,BATCAVE_ESR1,-48.473,-51.5072631835938,100.0,-100.0,58.866,0.0,102.188,ON
2026-03-23T07:30:19Z,BATCAVE_ESR1,-50.195,-50.6069564819336,100.0,-100.0,63.318,0.0,102.186,ON
2026-03-23T07:35:18Z,BATCAVE_ESR1,-48.36,-50.6070213317871,100.0,-100.0,67.745,0.0,102.188,ON
2026-03-23T07:40:18Z,BATCAVE_ESR1,-46.442,-48.2069129943848,100.0,-100.0,72.131,0.0,102.185,ON
2026-03-23T07:45:18Z,BATCAVE_ESR1,-47.13,-48.3062171936035,100.0,-100.0,76.402,0.0,102.184,ON
