sced_timestamp_utc,resource_name,telemetered_net_output,base_point,hsl,lsl,soc,min_soc,max_soc,telemetered_resource_status
2026-04-12T05:00:20Z,BATCAVE_ESR1,-0.024,-3.7997961044e-07,100.0,-24.5,0.0,0.0,21.8085,ON
2026-04-12T05:05:24Z,BATCAVE_ESR1,-0.205,-3.7997961044e-07,100.0,-17.5,0.0,0.0,15.5775,ON
2026-04-12T05:10:18Z,BATCAVE_ESR1,-0.173,-3.7997961044e-07,100.0,-17.5,0.0,0.0,15.5775,ON
2026-04-12T05:15:19Z,BATCAVE_ESR1,-0.04,-3.7997961044e-07,100.0,-24.5,0.0,0.0,18.693,ON
2026-04-12T05:20:18Z,BATCAVE_ESR1,-2.267,0.0,100.0,-14.0,0.0,0.0,9.3465,ON
2026-04-12T05:25:17Z,BATCAVE_ESR1,-5.193,0.0,100.0,-14.0,0.0,0.0,9.3465,ON
2026-04-12T05:30:19Z,BATCAVE_ESR1,-7.147,-1.25899982452393,100.0,-10.5,0.0,0.0,6.231,ON
2026-04-12T05:35:18Z,BATCAVE_ESR1,-9.582,-3.69399976730347,100.0,-10.5,0.0,0.0,6.231,ON
2026-04-12T05:40:21Z,BATCAVE_ESR1,-13.773,-7.88499975204468,100.0,-10.5,0.0,0.0,6.231,ON
2026-04-12T05:45:19Z,BATCAVE_ESR1,-11.569,0.0,100.0,-28.0,1.2703,0.0,21.823,ON
2026-04-12T05:50:24Z,BATCAVE_ESR1,-2.604,1.38525772094727,100.0,-52.5,3.106,0.0,43.6571,ON
2026-04-12T05:55:19Z,BATCAVE_ESR1,-1.251,1.6563835144043,100.0,-59.5,3.227,0.0,49.9019,ON
2026-04-12T06:00:25Z,BATCAVE_ESR1,1.192,1.06013488769531,100.0,-52.5,2.6635,0.0,43.6642,ON
2026-04-12T06:05:20Z,BATCAVE_ESR1,0.638,0.516765296459198,100.0,-63.0,2.5395,0.0,53.0208,ON
2026-04-12T06:10:21Z,BATCAVE_ESR1,0.003,0.584266662597656,100.0,-63.0,2.463,0.0,53.018,ON
2026-04-12T06:15:23Z,BATCAVE_ESR1,-1.372,0.0206375122070313,100.0,-63.0,1.7736,0.0,53.0181,ON
2026-04-12T06:20:18Z,BATCAVE_ESR1,0.071,0.0,100.0,-98.0,2.4258,0.0,83.84,ON
2026-04-12T06:25:17Z,BATCAVE_ESR1,3.297,-1.70256042480469,100.0,-98.0,2.253,0.0,83.838,ON
2026-04-12T06:30:18Z,BATCAVE_ESR1,-1.374,-1.90321552753448,100.0,-94.5,1.9908,0.0,80.7237,ON
2026-04-12T06:35:19Z,BATCAVE_ESR1,-2.903,-1.90377807617188,100.0,-94.5,2.025,0.0,80.721,ON
2026-04-12T06:40:19Z,BATCAVE_ESR1,-16.613,-2.11083984375,100.0,-94.5,2.165,0.0,80.719,ON
2026-04-12T06:45:18Z,BATCAVE_ESR1,-13.59,-1.31098675727844,100.0,-94.5,3.2717,0.0,80.7296,ON
2026-04-12T06:50:18Z,BATCAVE_ESR1,-0.182,-1.30858445167542,100.0,-98.0,3.531,0.0,83.845,ON
2026-04-12T06:55:23Z,BATCAVE_ESR1,-0.867,-0.0999984741210938,100.0,-100.0,4.2268,0.0,99.0712,ON
2026-04-12T07:00:25Z,BATCAVE_ESR1,0.266,0.0,100.0,-100.0,4.1516,0.0,99.0703,ON
2026-04-12T07:05:20Z,BATCAVE_ESR1,0.501,-0.0999984741210938,100.0,-100.0,3.9992,0.0,99.0724,ON
2026-04-12T07:10:19Z,BATCAVE_ESR1,0.331,-0.0999984741210938,100.0,-100.0,3.8419,0.0,99.0664,ON
2026-04-12T07:15:19Z,BATCAVE_ESR1,0.181,-0.211616516113281,100.0,-100.0,3.7087,0.0,99.0599,ON
2026-04-12T07:20:18Z,BATCAVE_ESR1,0.207,-0.414432018995285,100.0,-100.0,3.573,0.0,99.061,ON
2026-04-12T07:25:19Z,BATCAVE_ESR1,0.013,-0.516477763652802,100.0,-100.0,3.4482,0.0,99.0599,ON
2026-04-12T07:30:19Z,BATCAVE_ESR1,-0.038,-0.516927599906921,100.0,-100.0,3.3481,0.0,99.0608,ON
2026-04-12T07:35:19Z,BATCAVE_ESR1,-0.086,-0.603065490722656,100.0,-100.0,3.249,0.0,99.062,ON
2026-04-12T07:40:18Z,BATCAVE_ESR1,-0.218,-0.704313039779663,100.0,-100.0,3.1588,0.0,99.059,ON
2026-04-12T07:45:19Z,BATCAVE_ESR1,-0.259,-0.805938720703125,100.0,-100.0,3.079,0.0,99.0661,ON
2026-04-12T07:50:19Z,BATCAVE_ESR1,-0.346,-1.00796508789063,100.0,-100.0,2.9965,0.0,99.0671,ON
2026-04-12T07:55:18Z,BATCAVE_ESR1,-0.6,-1.00935137271881,100.0,-100.0,2.924,0.0,99.0653,ON
2026-04-12T08:00:23Z,BATCAVE_ESR1,-0.551,-1.11392211914063,100.0,-100.0,2.8713,0.0,99.0636,ON
2026-04-12T08:05:20Z,BATCAVE_ESR1,-0.66,-1.21227264404297,100.0,-100.0,2.8099,0.0,99.0599,ON
2026-04-12T08:10:19Z,BATCAVE_ESR1,-0.895,-1.215691447258,100.0,-100.0,2.9642,0.0,99.0641,ON
2026-04-12T08:15:18Z,BATCAVE_ESR1,-0.887,0.0096893310546875,100.0,-100.0,2.9331,0.0,99.0624,ON
2026-04-12T08:20:17Z,BATCAVE_ESR1,0.347,0.0119523704051971,100.0,-100.0,2.8556,0.0,99.067,ON
2026-04-12T08:25:18Z,BATCAVE_ESR1,0.312,0.0134298279881477,100.0,-100.0,2.69,0.0,99.065,ON
2026-04-12T08:30:17Z,BATCAVE_ESR1,0.436,0.0145113617181778,100.0,-100.0,2.5365,0.0,99.0633,ON
2026-04-12T08:35:16Z,BATCAVE_ESR1,0.518,0.0142868012189865,100.0,-100.0,2.3707,0.0,99.072,ON
2026-04-12T08:40:18Z,BATCAVE_ESR1,0.406,0.0143508911132813,100.0,-100.0,2.2193,0.0,99.0719,ON
